;RecordNo;Wojewdztwo;RQ2;company;recomendation;recomendations;detrac;neutral;promo;total
901;1491;opolskie;51-100;Tyrell Corporation;5;detractors;1;0;0;1
902;1501;opolskie;100-250;Tyrell Corporation;7;neutral;0;1;0;1
903;1503;opolskie;51-100;Tyrell Corporation;2;detractors;1;0;0;1
904;1504;opolskie;100-250;Tyrell Corporation;3;detractors;1;0;0;1
905;1508;opolskie;100-250;Tyrell Corporation;6;detractors;1;0;0;1
906;1514;opolskie;25-50;Tyrell Corporation;6;detractors;1;0;0;1
907;1525;opolskie;25-50;Tyrell Corporation;10;promoters;0;0;1;1
908;1529;opolskie;100-250;Tyrell Corporation;5;detractors;1;0;0;1
909;1531;opolskie;100-250;Tyrell Corporation;6;detractors;1;0;0;1
910;1540;opolskie;250+;Tyrell Corporation;7;neutral;0;1;0;1
911;1543;podkarpackie;100-250;Tyrell Corporation;1;detractors;1;0;0;1
912;1545;podkarpackie;>25;Tyrell Corporation;7;neutral;0;1;0;1
913;1546;podkarpackie;25-50;Tyrell Corporation;10;promoters;0;0;1;1
914;1548;podkarpackie;100-250;Tyrell Corporation;1;detractors;1;0;0;1
915;1562;podkarpackie;>25;Tyrell Corporation;0;detractors;1;0;0;1
916;1567;podkarpackie;>25;Tyrell Corporation;6;detractors;1;0;0;1
917;1575;podkarpackie;250+;Tyrell Corporation;7;neutral;0;1;0;1
918;1578;podkarpackie;250+;Tyrell Corporation;0;detractors;1;0;0;1
919;1581;podkarpackie;100-250;Tyrell Corporation;10;promoters;0;0;1;1
920;1583;podkarpackie;51-100;Tyrell Corporation;3;detractors;1;0;0;1
921;1588;podlaskie;>25;Tyrell Corporation;9;promoters;0;0;1;1
922;1589;podlaskie;51-100;Tyrell Corporation;6;detractors;1;0;0;1
923;1591;podlaskie;51-100;Tyrell Corporation;1;detractors;1;0;0;1
924;1593;podlaskie;51-100;Tyrell Corporation;0;detractors;1;0;0;1
925;1594;podlaskie;250+;Tyrell Corporation;7;neutral;0;1;0;1
926;1599;podlaskie;250+;Tyrell Corporation;7;neutral;0;1;0;1
927;1604;podlaskie;51-100;Tyrell Corporation;4;detractors;1;0;0;1
928;1605;podlaskie;51-100;Tyrell Corporation;10;promoters;0;0;1;1
929;1612;podlaskie;51-100;Tyrell Corporation;2;detractors;1;0;0;1
930;1615;podlaskie;250+;Tyrell Corporation;5;detractors;1;0;0;1
931;1626;podlaskie;25-50;Tyrell Corporation;8;neutral;0;1;0;1
932;1629;podlaskie;250+;Tyrell Corporation;3;detractors;1;0;0;1
933;1633;podlaskie;>25;Tyrell Corporation;8;neutral;0;1;0;1
934;1634;pomorskie;>25;Tyrell Corporation;8;neutral;0;1;0;1
935;1638;pomorskie;100-250;Tyrell Corporation;1;detractors;1;0;0;1
936;1642;pomorskie;>25;Tyrell Corporation;7;neutral;0;1;0;1
937;1649;pomorskie;51-100;Tyrell Corporation;7;neutral;0;1;0;1
938;1651;pomorskie;>25;Tyrell Corporation;6;detractors;1;0;0;1
939;1653;pomorskie;25-50;Tyrell Corporation;8;neutral;0;1;0;1
940;1654;pomorskie;100-250;Tyrell Corporation;9;promoters;0;0;1;1
941;1655;pomorskie;>25;Tyrell Corporation;10;promoters;0;0;1;1
942;1660;lskie;51-100;Tyrell Corporation;4;detractors;1;0;0;1
943;1664;lskie;25-50;Tyrell Corporation;4;detractors;1;0;0;1
944;1665;lskie;100-250;Tyrell Corporation;5;detractors;1;0;0;1
945;1666;lskie;25-50;Tyrell Corporation;3;detractors;1;0;0;1
946;1672;witokrzyskie;250+;Tyrell Corporation;8;neutral;0;1;0;1
947;1674;witokrzyskie;51-100;Tyrell Corporation;1;detractors;1;0;0;1
948;1686;witokrzyskie;51-100;Tyrell Corporation;1;detractors;1;0;0;1
949;1692;witokrzyskie;51-100;Tyrell Corporation;4;detractors;1;0;0;1
950;1694;witokrzyskie;250+;Tyrell Corporation;2;detractors;1;0;0;1
951;1697;warmisko-mazurskie;100-250;Tyrell Corporation;1;detractors;1;0;0;1
952;1705;warmisko-mazurskie;25-50;Tyrell Corporation;6;detractors;1;0;0;1
953;1710;warmisko-mazurskie;51-100;Tyrell Corporation;9;promoters;0;0;1;1
954;1712;warmisko-mazurskie;>25;Tyrell Corporation;8;neutral;0;1;0;1
955;1716;warmisko-mazurskie;100-250;Tyrell Corporation;9;promoters;0;0;1;1
956;1717;warmisko-mazurskie;51-100;Tyrell Corporation;6;detractors;1;0;0;1
957;1718;wielkopolskie;>25;Tyrell Corporation;9;promoters;0;0;1;1
958;1719;wielkopolskie;250+;Tyrell Corporation;4;detractors;1;0;0;1
959;1724;wielkopolskie;250+;Tyrell Corporation;10;promoters;0;0;1;1
960;1725;wielkopolskie;250+;Tyrell Corporation;9;promoters;0;0;1;1
961;1729;wielkopolskie;250+;Tyrell Corporation;7;neutral;0;1;0;1
962;1733;wielkopolskie;25-50;Tyrell Corporation;1;detractors;1;0;0;1
963;1734;wielkopolskie;250+;Tyrell Corporation;6;detractors;1;0;0;1
964;1739;wielkopolskie;51-100;Tyrell Corporation;7;neutral;0;1;0;1
965;1740;wielkopolskie;100-250;Tyrell Corporation;4;detractors;1;0;0;1
966;1746;wielkopolskie;100-250;Tyrell Corporation;4;detractors;1;0;0;1
967;1749;wielkopolskie;250+;Tyrell Corporation;2;detractors;1;0;0;1
968;1752;wielkopolskie;250+;Tyrell Corporation;6;detractors;1;0;0;1
969;1754;wielkopolskie;51-100;Tyrell Corporation;4;detractors;1;0;0;1
970;1763;wielkopolskie;250+;Tyrell Corporation;8;neutral;0;1;0;1
971;1767;wielkopolskie;100-250;Tyrell Corporation;6;detractors;1;0;0;1
972;1771;wielkopolskie;51-100;Tyrell Corporation;2;detractors;1;0;0;1
973;1777;wielkopolskie;250+;Tyrell Corporation;5;detractors;1;0;0;1
974;1783;wielkopolskie;>25;Tyrell Corporation;8;neutral;0;1;0;1
975;1792;wielkopolskie;250+;Tyrell Corporation;10;promoters;0;0;1;1
976;1799;wielkopolskie;>25;Tyrell Corporation;10;promoters;0;0;1;1
977;1800;wielkopolskie;>25;Tyrell Corporation;6;detractors;1;0;0;1
978;1824;wielkopolskie;100-250;Tyrell Corporation;4;detractors;1;0;0;1
979;1828;wielkopolskie;100-250;Tyrell Corporation;3;detractors;1;0;0;1
980;1838;wielkopolskie;100-250;Tyrell Corporation;3;detractors;1;0;0;1
981;1846;wielkopolskie;51-100;Tyrell Corporation;7;neutral;0;1;0;1
982;1851;wielkopolskie;250+;Tyrell Corporation;8;neutral;0;1;0;1
983;1860;wielkopolskie;>25;Tyrell Corporation;2;detractors;1;0;0;1
984;1863;wielkopolskie;>25;Tyrell Corporation;1;detractors;1;0;0;1
985;1866;wielkopolskie;>25;Tyrell Corporation;1;detractors;1;0;0;1
986;1869;wielkopolskie;100-250;Tyrell Corporation;6;detractors;1;0;0;1
987;1870;wielkopolskie;100-250;Tyrell Corporation;3;detractors;1;0;0;1
988;1873;wielkopolskie;25-50;Tyrell Corporation;4;detractors;1;0;0;1
989;1909;wielkopolskie;100-250;Tyrell Corporation;4;detractors;1;0;0;1
990;1924;wielkopolskie;51-100;Tyrell Corporation;5;detractors;1;0;0;1
991;1928;wielkopolskie;25-50;Tyrell Corporation;4;detractors;1;0;0;1
992;1938;zachodniopomorskie);51-100;Tyrell Corporation;4;detractors;1;0;0;1
993;1945;zachodniopomorskie);>25;Tyrell Corporation;6;detractors;1;0;0;1
994;1958;zachodniopomorskie);>25;Tyrell Corporation;8;neutral;0;1;0;1
995;1135;dolnolskie;100-250;Red Apple;10;promoters;0;0;1;1
996;1137;dolnolskie;100-250;Red Apple;9;promoters;0;0;1;1
997;1141;dolnolskie;>25;Red Apple;4;detractors;1;0;0;1
998;1143;dolnolskie;100-250;Red Apple;4;detractors;1;0;0;1
999;1145;dolnolskie;51-100;Red Apple;9;promoters;0;0;1;1
1000;1150;dolnolskie;25-50;Red Apple;4;detractors;1;0;0;1
1001;1151;dolnolskie;100-250;Red Apple;9;promoters;0;0;1;1
1002;1159;dolnolskie;250+;Red Apple;2;detractors;1;0;0;1
1003;1160;dolnolskie;100-250;Red Apple;9;promoters;0;0;1;1
1004;1167;dolnolskie;>25;Red Apple;3;detractors;1;0;0;1
1005;1168;dolnolskie;>25;Red Apple;10;promoters;0;0;1;1
1006;1169;dolnolskie;250+;Red Apple;6;detractors;1;0;0;1
1007;1173;kujawsko-pomorskie;>25;Red Apple;9;promoters;0;0;1;1
1008;1174;kujawsko-pomorskie;250+;Red Apple;5;detractors;1;0;0;1
1009;1176;kujawsko-pomorskie;25-50;Red Apple;9;promoters;0;0;1;1
1010;1178;kujawsko-pomorskie;25-50;Red Apple;4;detractors;1;0;0;1
1011;1183;kujawsko-pomorskie;>25;Red Apple;8;neutral;0;1;0;1
1012;1187;kujawsko-pomorskie;250+;Red Apple;9;promoters;0;0;1;1
1013;1191;kujawsko-pomorskie;>25;Red Apple;7;neutral;0;1;0;1
1014;1200;kujawsko-pomorskie;25-50;Red Apple;10;promoters;0;0;1;1
1015;1202;kujawsko-pomorskie;250+;Red Apple;10;promoters;0;0;1;1
1016;1203;kujawsko-pomorskie;100-250;Red Apple;5;detractors;1;0;0;1
1017;1218;kujawsko-pomorskie;25-50;Red Apple;4;detractors;1;0;0;1
1018;1221;kujawsko-pomorskie;>25;Red Apple;10;promoters;0;0;1;1
1019;1223;kujawsko-pomorskie;100-250;Red Apple;4;detractors;1;0;0;1
1020;1230;kujawsko-pomorskie;>25;Red Apple;4;detractors;1;0;0;1
1021;1233;kujawsko-pomorskie;250+;Red Apple;10;promoters;0;0;1;1
1022;1234;kujawsko-pomorskie;100-250;Red Apple;9;promoters;0;0;1;1
1023;1236;kujawsko-pomorskie;51-100;Red Apple;3;detractors;1;0;0;1
1024;1241;kujawsko-pomorskie;100-250;Red Apple;6;detractors;1;0;0;1
1025;1242;kujawsko-pomorskie;250+;Red Apple;9;promoters;0;0;1;1
1026;1251;kujawsko-pomorskie;250+;Red Apple;2;detractors;1;0;0;1
1027;1253;kujawsko-pomorskie;>25;Red Apple;10;promoters;0;0;1;1
1028;1256;lubelskie;100-250;Red Apple;8;neutral;0;1;0;1
1029;1261;lubelskie;25-50;Red Apple;9;promoters;0;0;1;1
1030;1271;lubelskie;>25;Red Apple;6;detractors;1;0;0;1
1031;1272;lubelskie;25-50;Red Apple;9;promoters;0;0;1;1
1032;1279;lubelskie;250+;Red Apple;3;detractors;1;0;0;1
1033;1280;lubelskie;51-100;Red Apple;10;promoters;0;0;1;1
1034;1282;lubelskie;250+;Red Apple;7;neutral;0;1;0;1
1035;1286;lubelskie;25-50;Red Apple;1;detractors;1;0;0;1
1036;1287;lubelskie;100-250;Red Apple;9;promoters;0;0;1;1
1037;1288;lubelskie;>25;Red Apple;0;detractors;1;0;0;1
1038;1291;lubelskie;250+;Red Apple;10;promoters;0;0;1;1
1039;1292;lubelskie;100-250;Red Apple;8;neutral;0;1;0;1
1040;1293;lubelskie;250+;Red Apple;10;promoters;0;0;1;1
1041;1294;lubuskie;25-50;Red Apple;8;neutral;0;1;0;1
1042;1295;lubuskie;100-250;Red Apple;8;neutral;0;1;0;1
1043;1301;lubuskie;250+;Red Apple;10;promoters;0;0;1;1
1044;1304;lubuskie;25-50;Red Apple;9;promoters;0;0;1;1
1045;1311;lubuskie;100-250;Red Apple;5;detractors;1;0;0;1
1046;1316;lubuskie;100-250;Red Apple;10;promoters;0;0;1;1
1047;1319;lubuskie;100-250;Red Apple;9;promoters;0;0;1;1
1048;1322;lubuskie;51-100;Red Apple;7;neutral;0;1;0;1
1049;1323;lubuskie;100-250;Red Apple;10;promoters;0;0;1;1
1050;1327;lubuskie;25-50;Red Apple;8;neutral;0;1;0;1
1051;1329;lubuskie;25-50;Red Apple;3;detractors;1;0;0;1
1052;1336;lubuskie;>25;Red Apple;9;promoters;0;0;1;1
1053;1339;lubuskie;>25;Red Apple;7;neutral;0;1;0;1
1054;1342;lubuskie;>25;Red Apple;9;promoters;0;0;1;1
1055;1344;lubuskie;250+;Red Apple;9;promoters;0;0;1;1
1056;1356;lubuskie;51-100;Red Apple;10;promoters;0;0;1;1
1057;1357;lubuskie;51-100;Red Apple;8;neutral;0;1;0;1
1058;1358;贸dzkie;100-250;Red Apple;10;promoters;0;0;1;1
1059;1360;贸dzkie;250+;Red Apple;5;detractors;1;0;0;1
1060;1364;贸dzkie;51-100;Red Apple;10;promoters;0;0;1;1
1061;1368;贸dzkie;>25;Red Apple;9;promoters;0;0;1;1
1062;1371;贸dzkie;25-50;Red Apple;3;detractors;1;0;0;1
1063;1375;贸dzkie;>25;Red Apple;2;detractors;1;0;0;1
1064;1377;贸dzkie;>25;Red Apple;1;detractors;1;0;0;1
1065;1382;贸dzkie;>25;Red Apple;5;detractors;1;0;0;1
1066;1387;maopolskie;>25;Red Apple;10;promoters;0;0;1;1
1067;1388;maopolskie;51-100;Red Apple;2;detractors;1;0;0;1
1068;1393;maopolskie;>25;Red Apple;8;neutral;0;1;0;1
1069;1397;maopolskie;250+;Red Apple;2;detractors;1;0;0;1
1070;1399;maopolskie;100-250;Red Apple;5;detractors;1;0;0;1
1071;1403;maopolskie;250+;Red Apple;3;detractors;1;0;0;1
1072;1404;maopolskie;>25;Red Apple;4;detractors;1;0;0;1
1073;1406;mazowieckie;250+;Red Apple;2;detractors;1;0;0;1
1074;1410;mazowieckie;>25;Red Apple;5;detractors;1;0;0;1
1075;1412;mazowieckie;250+;Red Apple;9;promoters;0;0;1;1
1076;1413;mazowieckie;100-250;Red Apple;8;neutral;0;1;0;1
1077;1415;mazowieckie;51-100;Red Apple;5;detractors;1;0;0;1
1078;1419;mazowieckie;>25;Red Apple;8;neutral;0;1;0;1
1079;1424;mazowieckie;250+;Red Apple;10;promoters;0;0;1;1
1080;1430;mazowieckie;250+;Red Apple;9;promoters;0;0;1;1
1081;1438;mazowieckie;100-250;Red Apple;8;neutral;0;1;0;1
1082;1439;mazowieckie;25-50;Red Apple;10;promoters;0;0;1;1
1083;1440;mazowieckie;100-250;Red Apple;4;detractors;1;0;0;1
1084;1442;mazowieckie;250+;Red Apple;2;detractors;1;0;0;1
1085;1450;mazowieckie;>25;Red Apple;10;promoters;0;0;1;1
1086;1451;mazowieckie;51-100;Red Apple;9;promoters;0;0;1;1
1087;1458;mazowieckie;250+;Red Apple;3;detractors;1;0;0;1
1088;1462;mazowieckie;>25;Red Apple;9;promoters;0;0;1;1
1089;1469;mazowieckie;>25;Red Apple;3;detractors;1;0;0;1
1090;1475;mazowieckie;100-250;Red Apple;10;promoters;0;0;1;1
1091;1476;mazowieckie;250+;Red Apple;7;neutral;0;1;0;1
1092;1477;mazowieckie;>25;Red Apple;10;promoters;0;0;1;1
1093;1485;mazowieckie;25-50;Red Apple;9;promoters;0;0;1;1
1094;1486;mazowieckie;250+;Red Apple;8;neutral;0;1;0;1
1095;1488;mazowieckie;100-250;Red Apple;10;promoters;0;0;1;1
1096;1490;mazowieckie;100-250;Red Apple;9;promoters;0;0;1;1
1097;1491;opolskie;51-100;Red Apple;8;neutral;0;1;0;1
1098;1501;opolskie;100-250;Red Apple;9;promoters;0;0;1;1
1099;1503;opolskie;51-100;Red Apple;1;detractors;1;0;0;1
1100;1504;opolskie;100-250;Red Apple;8;neutral;0;1;0;1
1101;1508;opolskie;100-250;Red Apple;10;promoters;0;0;1;1
1102;1514;opolskie;25-50;Red Apple;8;neutral;0;1;0;1
1103;1525;opolskie;25-50;Red Apple;9;promoters;0;0;1;1
1104;1529;opolskie;100-250;Red Apple;10;promoters;0;0;1;1
1105;1531;opolskie;100-250;Red Apple;6;detractors;1;0;0;1
1106;1540;opolskie;250+;Red Apple;9;promoters;0;0;1;1
1107;1543;podkarpackie;100-250;Red Apple;7;neutral;0;1;0;1
1108;1545;podkarpackie;>25;Red Apple;10;promoters;0;0;1;1
1109;1546;podkarpackie;25-50;Red Apple;9;promoters;0;0;1;1
1110;1548;podkarpackie;100-250;Red Apple;9;promoters;0;0;1;1
1111;1562;podkarpackie;>25;Red Apple;6;detractors;1;0;0;1
1112;1567;podkarpackie;>25;Red Apple;8;neutral;0;1;0;1
1113;1575;podkarpackie;250+;Red Apple;5;detractors;1;0;0;1
1114;1578;podkarpackie;250+;Red Apple;3;detractors;1;0;0;1
1115;1581;podkarpackie;100-250;Red Apple;9;promoters;0;0;1;1
1116;1583;podkarpackie;51-100;Red Apple;7;neutral;0;1;0;1
1117;1588;podlaskie;>25;Red Apple;3;detractors;1;0;0;1
1118;1589;podlaskie;51-100;Red Apple;9;promoters;0;0;1;1
1119;1591;podlaskie;51-100;Red Apple;6;detractors;1;0;0;1
1120;1593;podlaskie;51-100;Red Apple;7;neutral;0;1;0;1
1121;1594;podlaskie;250+;Red Apple;7;neutral;0;1;0;1
1122;1599;podlaskie;250+;Red Apple;9;promoters;0;0;1;1
1123;1604;podlaskie;51-100;Red Apple;9;promoters;0;0;1;1
1124;1605;podlaskie;51-100;Red Apple;7;neutral;0;1;0;1
1125;1612;podlaskie;51-100;Red Apple;8;neutral;0;1;0;1
1126;1615;podlaskie;250+;Red Apple;9;promoters;0;0;1;1
1127;1626;podlaskie;25-50;Red Apple;4;detractors;1;0;0;1
1128;1629;podlaskie;250+;Red Apple;9;promoters;0;0;1;1
1129;1633;podlaskie;>25;Red Apple;9;promoters;0;0;1;1
1130;1634;pomorskie;>25;Red Apple;9;promoters;0;0;1;1
1131;1638;pomorskie;100-250;Red Apple;6;detractors;1;0;0;1
1132;1642;pomorskie;>25;Red Apple;10;promoters;0;0;1;1
1133;1649;pomorskie;51-100;Red Apple;8;neutral;0;1;0;1
1134;1651;pomorskie;>25;Red Apple;10;promoters;0;0;1;1
1135;1653;pomorskie;25-50;Red Apple;7;neutral;0;1;0;1
1136;1654;pomorskie;100-250;Red Apple;4;detractors;1;0;0;1
1137;1655;pomorskie;>25;Red Apple;9;promoters;0;0;1;1
1138;1660;lskie;51-100;Red Apple;10;promoters;0;0;1;1
1139;1664;lskie;25-50;Red Apple;8;neutral;0;1;0;1
1140;1665;lskie;100-250;Red Apple;6;detractors;1;0;0;1
1141;1666;lskie;25-50;Red Apple;2;detractors;1;0;0;1
1142;1672;witokrzyskie;250+;Red Apple;10;promoters;0;0;1;1
1143;1674;witokrzyskie;51-100;Red Apple;5;detractors;1;0;0;1
1144;1686;witokrzyskie;51-100;Red Apple;8;neutral;0;1;0;1
1145;1692;witokrzyskie;51-100;Red Apple;7;neutral;0;1;0;1
1146;1694;witokrzyskie;250+;Red Apple;9;promoters;0;0;1;1
1147;1697;warmisko-mazurskie;100-250;Red Apple;4;detractors;1;0;0;1
1148;1705;warmisko-mazurskie;25-50;Red Apple;1;detractors;1;0;0;1
1149;1710;warmisko-mazurskie;51-100;Red Apple;9;promoters;0;0;1;1
1150;1712;warmisko-mazurskie;>25;Red Apple;10;promoters;0;0;1;1
1151;1716;warmisko-mazurskie;100-250;Red Apple;3;detractors;1;0;0;1
1152;1717;warmisko-mazurskie;51-100;Red Apple;8;neutral;0;1;0;1
1153;1718;wielkopolskie;>25;Red Apple;9;promoters;0;0;1;1
1154;1719;wielkopolskie;250+;Red Apple;2;detractors;1;0;0;1
1155;1724;wielkopolskie;250+;Red Apple;10;promoters;0;0;1;1
1156;1725;wielkopolskie;250+;Red Apple;7;neutral;0;1;0;1
1157;1729;wielkopolskie;250+;Red Apple;9;promoters;0;0;1;1
1158;1733;wielkopolskie;25-50;Red Apple;2;detractors;1;0;0;1
1159;1734;wielkopolskie;250+;Red Apple;9;promoters;0;0;1;1
1160;1739;wielkopolskie;51-100;Red Apple;9;promoters;0;0;1;1
1161;1740;wielkopolskie;100-250;Red Apple;3;detractors;1;0;0;1
1162;1746;wielkopolskie;100-250;Red Apple;7;neutral;0;1;0;1
1163;1749;wielkopolskie;250+;Red Apple;10;promoters;0;0;1;1
1164;1752;wielkopolskie;250+;Red Apple;7;neutral;0;1;0;1
1165;1754;wielkopolskie;51-100;Red Apple;9;promoters;0;0;1;1
1166;1763;wielkopolskie;250+;Red Apple;4;detractors;1;0;0;1
1167;1767;wielkopolskie;100-250;Red Apple;9;promoters;0;0;1;1
1168;1771;wielkopolskie;51-100;Red Apple;8;neutral;0;1;0;1
1169;1777;wielkopolskie;250+;Red Apple;9;promoters;0;0;1;1
1170;1783;wielkopolskie;>25;Red Apple;5;detractors;1;0;0;1
1171;1792;wielkopolskie;250+;Red Apple;10;promoters;0;0;1;1
1172;1799;wielkopolskie;>25;Red Apple;3;detractors;1;0;0;1
1173;1800;wielkopolskie;>25;Red Apple;9;promoters;0;0;1;1
1174;1824;wielkopolskie;100-250;Red Apple;9;promoters;0;0;1;1
1175;1828;wielkopolskie;100-250;Red Apple;5;detractors;1;0;0;1
1176;1838;wielkopolskie;100-250;Red Apple;3;detractors;1;0;0;1
1177;1846;wielkopolskie;51-100;Red Apple;10;promoters;0;0;1;1
1178;1851;wielkopolskie;250+;Red Apple;2;detractors;1;0;0;1
1179;1860;wielkopolskie;>25;Red Apple;6;detractors;1;0;0;1
1180;1863;wielkopolskie;>25;Red Apple;9;promoters;0;0;1;1
1181;1866;wielkopolskie;>25;Red Apple;4;detractors;1;0;0;1
1182;1869;wielkopolskie;100-250;Red Apple;3;detractors;1;0;0;1
1183;1870;wielkopolskie;100-250;Red Apple;7;neutral;0;1;0;1
1184;1873;wielkopolskie;25-50;Red Apple;9;promoters;0;0;1;1
1185;1909;wielkopolskie;100-250;Red Apple;10;promoters;0;0;1;1
1186;1924;wielkopolskie;51-100;Red Apple;7;neutral;0;1;0;1
1187;1928;wielkopolskie;25-50;Red Apple;4;detractors;1;0;0;1
1188;1938;zachodniopomorskie);51-100;Red Apple;9;promoters;0;0;1;1
1189;1945;zachodniopomorskie);>25;Red Apple;9;promoters;0;0;1;1
1190;1958;zachodniopomorskie);>25;Red Apple;7;neutral;0;1;0;1
1191;1959;zachodniopomorskie);250+;Red Apple;8;neutral;0;1;0;1